"","var","m","tag","estimate","source","group","term","std.error","statistic","p.value","conf.low","conf.high","df","outcome","n","cat"
"505","By age","Leaving 2 out","55+ yr",0.794843253723918,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","By age","Leaving 2 out","<25 yr",0.831448691695843,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","By age","Leaving 2 out","25-54 yr",0.817261865103985,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","By age","Leaving 2 out","55+ yr",0.796144057034921,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","By age","Leaving 2 out","<25 yr",0.834312342353383,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","By age","Leaving 2 out","25-54 yr",0.811400527744295,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","By age","Leaving 2 out","55+ yr",0.784604507816576,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","By age","Leaving 2 out","<25 yr",0.834848839746622,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","By age","Leaving 2 out","25-54 yr",0.822009634348234,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","By age","Leaving 2 out","55+ yr",0.802768180471262,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","By age","Leaving 2 out","<25 yr",0.841194904022357,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","By age","Leaving 2 out","25-54 yr",0.813118907208692,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","By age","Leaving 2 out","55+ yr",0.796144057034921,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","By age","Leaving 2 out","<25 yr",0.83221512130417,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","By age","Leaving 2 out","25-54 yr",0.815183432791137,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","By age","Leaving 2 out","55+ yr",0.803164602296248,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","By age","Leaving 2 out","<25 yr",0.829664422375664,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","By age","Leaving 2 out","25-54 yr",0.820734506076783,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","By age","Leaving 2 out","55+ yr",0.802332941771966,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","By age","Leaving 2 out","<25 yr",0.839714871873235,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","By age","Leaving 2 out","25-54 yr",0.821430295838853,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","By age","Leaving 2 out","55+ yr",0.801563572144059,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","By age","Leaving 2 out","<25 yr",0.848751328526721,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","By age","Leaving 2 out","25-54 yr",0.802415141363674,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","By age","Leaving 2 out","55+ yr",0.780392019927369,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","By age","Leaving 2 out","<25 yr",0.819964404582064,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","By age","Leaving 2 out","25-54 yr",0.824685295287321,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","By age","Leaving 2 out","55+ yr",0.806458328553409,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","By age","Leaving 2 out","<25 yr",0.839569498770339,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","By age","Leaving 2 out","25-54 yr",0.8218075111041,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","By age","Leaving 2 out","55+ yr",0.796875958137053,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","By age","Leaving 2 out","<25 yr",0.817158216185263,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","By age","Leaving 2 out","25-54 yr",0.834498639776007,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","By age","Leaving 2 out","55+ yr",0.809011723014579,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","By age","Leaving 2 out","<25 yr",0.830863331292371,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","By age","Leaving 2 out","25-54 yr",0.827328171539035,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","By age","Leaving 2 out","55+ yr",0.808895679396521,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","By age","Leaving 2 out","<25 yr",0.833780196532036,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","By age","Leaving 2 out","25-54 yr",0.822473464822858,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","By age","Leaving 2 out","55+ yr",0.79877297710724,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","By age","Leaving 2 out","<25 yr",0.834263479343152,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","By age","Leaving 2 out","25-54 yr",0.833082571426793,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","By age","Leaving 2 out","55+ yr",0.816936649761938,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","By age","Leaving 2 out","<25 yr",0.840609543618876,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","By age","Leaving 2 out","25-54 yr",0.824191844287238,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","By age","Leaving 2 out","55+ yr",0.808895679396521,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","By age","Leaving 2 out","<25 yr",0.8316297609007,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","By age","Leaving 2 out","25-54 yr",0.826256369869652,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","By age","Leaving 2 out","55+ yr",0.817333071586915,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","By age","Leaving 2 out","<25 yr",0.8290790619722,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","By age","Leaving 2 out","25-54 yr",0.831807443155343,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","By age","Leaving 2 out","55+ yr",0.816501411062627,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","By age","Leaving 2 out","<25 yr",0.839129511469753,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","By age","Leaving 2 out","25-54 yr",0.83250323291743,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","By age","Leaving 2 out","55+ yr",0.815732041434723,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","By age","Leaving 2 out","<25 yr",0.848165968123229,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","By age","Leaving 2 out","25-54 yr",0.813488078442288,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","By age","Leaving 2 out","55+ yr",0.794560489218025,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","By age","Leaving 2 out","<25 yr",0.819379044178578,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","By age","Leaving 2 out","25-54 yr",0.799604433472207,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","By age","Leaving 2 out","55+ yr",0.772391673311123,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","By age","Leaving 2 out","<25 yr",0.815578329360994,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","By age","Leaving 2 out","25-54 yr",0.812295562144107,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","By age","Leaving 2 out","55+ yr",0.78452743818865,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","By age","Leaving 2 out","<25 yr",0.829283444468118,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","By age","Leaving 2 out","25-54 yr",0.807143555510098,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","By age","Leaving 2 out","55+ yr",0.786859823053184,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","By age","Leaving 2 out","<25 yr",0.832343935782729,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","By age","Leaving 2 out","25-54 yr",0.800270387190948,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","By age","Leaving 2 out","55+ yr",0.774288692281315,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","By age","Leaving 2 out","<25 yr",0.832683592518882,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","By age","Leaving 2 out","25-54 yr",0.810879493794876,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","By age","Leaving 2 out","55+ yr",0.792452364936002,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","By age","Leaving 2 out","<25 yr",0.839029656794628,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","By age","Leaving 2 out","25-54 yr",0.801988766655355,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","By age","Leaving 2 out","55+ yr",0.786859823053184,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","By age","Leaving 2 out","<25 yr",0.830049874076443,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","By age","Leaving 2 out","25-54 yr",0.804053292237749,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","By age","Leaving 2 out","55+ yr",0.792848786760991,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","By age","Leaving 2 out","<25 yr",0.827499175147941,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","By age","Leaving 2 out","25-54 yr",0.809604365523465,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","By age","Leaving 2 out","55+ yr",0.792017126236711,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","By age","Leaving 2 out","<25 yr",0.837549624645502,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","By age","Leaving 2 out","25-54 yr",0.810300155285449,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","By age","Leaving 2 out","55+ yr",0.791247756608797,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","By age","Leaving 2 out","<25 yr",0.846586081298982,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","By age","Leaving 2 out","25-54 yr",0.791285000810367,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","By age","Leaving 2 out","55+ yr",0.770076204392106,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","By age","Leaving 2 out","<25 yr",0.817799157354332,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","By age","Leaving 2 out","25-54 yr",0.809417777960784,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","By age","Leaving 2 out","55+ yr",0.7749450677723,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","By age","Leaving 2 out","<25 yr",0.806872161883048,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","By age","Leaving 2 out","25-54 yr",0.804527388070764,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","By age","Leaving 2 out","55+ yr",0.778235689678463,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","By age","Leaving 2 out","<25 yr",0.811970042523555,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","By age","Leaving 2 out","25-54 yr",0.797392603007707,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","By age","Leaving 2 out","55+ yr",0.76470632186496,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","By age","Leaving 2 out","<25 yr",0.810272309933816,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","By age","Leaving 2 out","25-54 yr",0.8080017096116,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","By age","Leaving 2 out","55+ yr",0.782869994519654,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","By age","Leaving 2 out","<25 yr",0.816618374209543,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","By age","Leaving 2 out","25-54 yr",0.799110982472039,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","By age","Leaving 2 out","55+ yr",0.778235689678463,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","By age","Leaving 2 out","<25 yr",0.807638591491361,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","By age","Leaving 2 out","25-54 yr",0.801175508054491,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","By age","Leaving 2 out","55+ yr",0.783266416344633,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","By age","Leaving 2 out","<25 yr",0.805087892562865,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","By age","Leaving 2 out","25-54 yr",0.806726581340246,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","By age","Leaving 2 out","55+ yr",0.782434755820355,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","By age","Leaving 2 out","<25 yr",0.815138342060419,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","By age","Leaving 2 out","25-54 yr",0.807422371102213,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","By age","Leaving 2 out","55+ yr",0.781665386192451,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","By age","Leaving 2 out","<25 yr",0.824174798713886,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","By age","Leaving 2 out","25-54 yr",0.788407216627004,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","By age","Leaving 2 out","55+ yr",0.760493833975742,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","By age","Leaving 2 out","<25 yr",0.795387874769245,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","By age","Leaving 2 out","25-54 yr",0.816064777772435,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","By age","Leaving 2 out","55+ yr",0.78915787806824,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","By age","Leaving 2 out","<25 yr",0.824429238075487,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","By age","Leaving 2 out","25-54 yr",0.810083731679558,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","By age","Leaving 2 out","55+ yr",0.776842086742482,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","By age","Leaving 2 out","<25 yr",0.823977425040933,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","By age","Leaving 2 out","25-54 yr",0.820692838283524,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","By age","Leaving 2 out","55+ yr",0.795005759397165,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","By age","Leaving 2 out","<25 yr",0.830323489316662,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","By age","Leaving 2 out","25-54 yr",0.811802111143972,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","By age","Leaving 2 out","55+ yr",0.78915787806824,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","By age","Leaving 2 out","<25 yr",0.821343706598483,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","By age","Leaving 2 out","25-54 yr",0.813866636726439,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","By age","Leaving 2 out","55+ yr",0.795402181222157,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","By age","Leaving 2 out","<25 yr",0.81879300767,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","By age","Leaving 2 out","25-54 yr",0.819417710012087,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","By age","Leaving 2 out","55+ yr",0.794570520697875,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","By age","Leaving 2 out","<25 yr",0.828843457167531,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","By age","Leaving 2 out","25-54 yr",0.820113499774064,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","By age","Leaving 2 out","55+ yr",0.793801151069973,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","By age","Leaving 2 out","<25 yr",0.837879913821017,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","By age","Leaving 2 out","25-54 yr",0.801098345298928,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","By age","Leaving 2 out","55+ yr",0.772629598853275,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","By age","Leaving 2 out","<25 yr",0.809092989876368,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","By age","Leaving 2 out","25-54 yr",0.805132800542316,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","By age","Leaving 2 out","55+ yr",0.779943006751635,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","By age","Leaving 2 out","<25 yr",0.827520281758005,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","By age","Leaving 2 out","25-54 yr",0.814777442909478,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","By age","Leaving 2 out","55+ yr",0.796290312140855,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","By age","Leaving 2 out","<25 yr",0.833289431099574,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","By age","Leaving 2 out","25-54 yr",0.806694963691762,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","By age","Leaving 2 out","55+ yr",0.790857278865125,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","By age","Leaving 2 out","<25 yr",0.825125992264878,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","By age","Leaving 2 out","25-54 yr",0.808571805130415,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","By age","Leaving 2 out","55+ yr",0.796647091783341,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","By age","Leaving 2 out","<25 yr",0.822807175057132,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","By age","Leaving 2 out","25-54 yr",0.813618235390049,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","By age","Leaving 2 out","55+ yr",0.795898597311492,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","By age","Leaving 2 out","<25 yr",0.831943947327658,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","By age","Leaving 2 out","25-54 yr",0.814250771537337,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","By age","Leaving 2 out","55+ yr",0.795206164646373,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","By age","Leaving 2 out","<25 yr",0.840158907921727,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","By age","Leaving 2 out","25-54 yr",0.796964267469034,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","By age","Leaving 2 out","55+ yr",0.776151767651338,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","By age","Leaving 2 out","<25 yr",0.813988977062962,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","By age","Leaving 2 out","25-54 yr",0.8086676633303,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","By age","Leaving 2 out","55+ yr",0.784767013489841,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","By age","Leaving 2 out","<25 yr",0.83372363736743,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","By age","Leaving 2 out","25-54 yr",0.799776936190771,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","By age","Leaving 2 out","55+ yr",0.779943006751635,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","By age","Leaving 2 out","<25 yr",0.824743854649257,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","By age","Leaving 2 out","25-54 yr",0.801841461773201,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","By age","Leaving 2 out","55+ yr",0.785163435314822,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","By age","Leaving 2 out","<25 yr",0.82219315572075,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","By age","Leaving 2 out","25-54 yr",0.807392535058932,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","By age","Leaving 2 out","55+ yr",0.784331774790542,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","By age","Leaving 2 out","<25 yr",0.832243605218294,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","By age","Leaving 2 out","25-54 yr",0.808088324820903,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","By age","Leaving 2 out","55+ yr",0.783562405162636,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","By age","Leaving 2 out","<25 yr",0.841280061871806,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","By age","Leaving 2 out","25-54 yr",0.789073170345798,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","By age","Leaving 2 out","55+ yr",0.762390852945939,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","By age","Leaving 2 out","<25 yr",0.812493137927154,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","By age","Leaving 2 out","25-54 yr",0.810386042794788,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","By age","Leaving 2 out","55+ yr",0.796290312140855,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","By age","Leaving 2 out","<25 yr",0.831089918924986,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","By age","Leaving 2 out","25-54 yr",0.81245056837716,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","By age","Leaving 2 out","55+ yr",0.803327107969515,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","By age","Leaving 2 out","<25 yr",0.828539219996479,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","By age","Leaving 2 out","25-54 yr",0.818001641662897,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","By age","Leaving 2 out","55+ yr",0.802495447445236,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","By age","Leaving 2 out","<25 yr",0.838589669494048,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","By age","Leaving 2 out","25-54 yr",0.818697431424921,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","By age","Leaving 2 out","55+ yr",0.80172607781732,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","By age","Leaving 2 out","<25 yr",0.847626126147524,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","By age","Leaving 2 out","25-54 yr",0.799682276949719,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","By age","Leaving 2 out","55+ yr",0.780554525600622,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","By age","Leaving 2 out","<25 yr",0.81883920220288,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","By age","Leaving 2 out","25-54 yr",0.803559841237654,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","By age","Leaving 2 out","55+ yr",0.796647091783341,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","By age","Leaving 2 out","<25 yr",0.819559437278305,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","By age","Leaving 2 out","25-54 yr",0.80911091452333,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","By age","Leaving 2 out","55+ yr",0.795898597311492,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","By age","Leaving 2 out","<25 yr",0.829609886775861,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","By age","Leaving 2 out","25-54 yr",0.809806704285357,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","By age","Leaving 2 out","55+ yr",0.795206164646373,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","By age","Leaving 2 out","<25 yr",0.838646343429349,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","By age","Leaving 2 out","25-54 yr",0.790791549810197,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","By age","Leaving 2 out","55+ yr",0.776151767651338,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","By age","Leaving 2 out","<25 yr",0.80985941948469,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","By age","Leaving 2 out","25-54 yr",0.811175440105802,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","By age","Leaving 2 out","55+ yr",0.802891869270216,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","By age","Leaving 2 out","<25 yr",0.82705918784735,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","By age","Leaving 2 out","25-54 yr",0.811871229867721,"loo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
